source_mat_id,sea_surf_temp,sea_surf_temp_method,ph,ph_method,sediment_temp,sediment_temp_method,redox_potential,redox_potential_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,chlorophyll,chlorophyll_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,magnesium,magnesium_method,methane,methane_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,oxy_stat_samp,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,particle_class,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,porosity,pressure,pressure_method,sea_surf_salinity,sea_surf_salinity_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,water_current,water_current_method
EMOBON_OOB_So_101,NA,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,16.47,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_102,22.04,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,16.47,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_103,22.04,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,16.47,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_104,22.04,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,16.47,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_105,22.04,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,16.47,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.41,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_106,22.41,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,22.5,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_107,22.41,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,22.5,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_108,22.41,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,22.5,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_109,22.41,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,22.5,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_110,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_OOB_So_111,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_112,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_113,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_114,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_115,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_116,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_117,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_118,21.55,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,21.33,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.2,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_119,,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,NA,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_OOB_So_120,20.37,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,20.3,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_121,20.37,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,20.3,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_122,20.37,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,20.3,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_123,20.37,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,20.3,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.17,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_124,14.74,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,14.64,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_125,14.74,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,14.64,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,Seabird SBE 911plus CTD,,,,,,,,
EMOBON_OOB_So_126,14.74,Seabird SBE 911plus CTD,NA,Consort multimeter C3016,14.64,Consort temperature compensator (ST10) PT1000,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.1,Seabird SBE 911plus CTD,,,,,,,,
